Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (USD),Weight,Qty owned,Wanted,Value new (USD),Value used (USD)
698-2,System,HO 1:87 Vehicles,1965,1:87 12 Cars,,12,,,0,,,
699-2,System,HO 1:87 Vehicles,1965,1:87 8 Trucks,,8,,,0,,,
799-2,Samsonite,Supplemental,1965,Giant Base Plate,,1,,,0,,,
1610-3,Samsonite,Basic Set,1965,Super Wheel Toy Set - Sears Exclusive,,,,,0,,,
700_4-2,Samsonite,Supplemental,1965,Large Base Plates,,,,,0,,,
SAMSONITE-9,Samsonite,Basic set,1966,565 Piece Basic Set,,565,9.99,,0,,,
SAMSONITE-15,Samsonite,Basic set,1966,324 Piece Medium Basic Set,,324,6.22,,0,,,
SAMSONITE-5,Samsonite,Basic set,1966,151 Piece Basic Set,,151,2.99,,0,,,
051-1,Samsonite,Supplemental,1966,Assorted basic bricks - Red,,50,1,,0,,,
052-1,Samsonite,Supplemental,1966,Assorted basic bricks - White,,50,1,,0,,,
053-1,Samsonite,Supplemental,1966,Assorted basic bricks - Blue,,50,1,0.134,0,,,
054-1,Samsonite,Supplemental,1966,Assorted basic bricks - Yellow,,50,1,,0,,,
059-1,Samsonite,Supplemental,1966,Red Roof Bricks Pack,,50,1,,0,,50,
301-2,Samsonite,Basic Set,1966,Wheel Toy Set,,301,6.22,,0,,,
375-1,Samsonite,Basic Set,1966,Deluxe Basic Set,,375,8.95,,0,,,
205-3,Samsonite,Basic Set,1966,Small Basic Set,,205,4.95,,0,,300,55
285-1,Samsonite,Basic Set,1966,Medium Basic Set,,285,6.95,,0,,250,19.9
120-2,Samsonite,Basic Set,1966,Small Basic Set,,120,2.95,,0,,,12.72
021-1,Samsonite,Basic Set,1966,Wheel Set,,185,4.95,,0,,,47.28
004-1,Samsonite,Basic Set,1966,Master Builder Set,,670,19.95,,0,,,104.69
99-1,Samsonite,Basic Set,1966,Gift Set,,99,2.95,,0,,,
SAMSONITE-4,Samsonite,Basic set,1966,125 Piece Basic Set,,125,3.95,,0,,,
704-2,Samsonite,Basic Set,1966,Master Discovery Set,,704,25,,0,,,
055-1,Samsonite,Supplemental,1966,Trees & Bushes,,25,1,,0,,,60
003-1,Samsonite,Basic Set,1966,Master Mechanic Set,,418,17.95,,0,,,
056-1,Samsonite,Supplemental,1966,Windows & Doors,,27,1.5,,0,,,
058-1,Samsonite,Supplemental,1966,Small wheels,,26,1.5,0.108,0,,,
060-1,Samsonite,Supplemental,1966,Assorted White Plates Pack,,15,1,,0,,,
150-1,Trains,Supplemental / 4.5V,1966,Straight Track,,28,2,,0,,22.41,8.86
151-1,Trains,Supplemental / 4.5V,1966,Curved Track,,28,2,,0,,28.01,6.66
057-1,Samsonite,Supplemental,1966,Large Wheels,,17,1.5,,0,,50,
061-1,Samsonite,Supplemental,1966,5 - 10X20 base plates - Green,,5,1,,0,,,
062-1,Samsonite,Supplemental,1966,5 - 10X20 base plates - White,,5,1,,0,,,
063-1,Samsonite,Supplemental,1966,5 - 10X20 base plates - Blue,,5,1,,0,,,
042-1,Samsonite,Jumbo Bricks,1966,Jumbo Brick Pull Toy,,6,3.5,,0,,,
070-1,System,Basic Set,1966,Universal Building Set,,,,,0,,,
093-1,Samsonite,Basic Set,1966,Small Basic Set,,,,,0,,,
100-1,Trains,Supplemental / 4.5V,1966,4.5V Motor with Wheels (Small Version),,16,,,0,,59.16,24.23
100-2,Trains,Supplemental / 4.5V,1966,4.5V Motor with Wheels (Large Version),,27,,,0,,65.16,40.46
101-3,Trains,Supplemental / 4.5V,1966,4.5V Battery Case,,1,,,0,,,9.9
111-2,Trains,4.5V,1966,Starter Train Set without Motor,,123,,,0,,,51.46
112-2,Trains,4.5V,1966,Locomotive with Motor,,76,,,0,,112.74,102.35
113-2,Trains,4.5V,1966,Motorized Train Set,,271,,,0,,,475
114-2,Trains,4.5V,1966,Small Train Set,,88,,,0,,,111.32
115-2,Trains,4.5V,1966,Starter Train Set with Motor,,139,,,0,,,89.99
150-2,Samsonite,Train,1966,Straight Train Track,,28,,0.09,0,,,
151-2,Samsonite,Train,1966,Curved Train Track,,28,,0.09,0,,,
152-1,Trains,4.5V,1966,Two Train Wagons,,28,,,0,,33.98,16.96
153-1,Trains,4.5V,1966,Large Train Wagon,,18,,,0,,45.32,13.25
154-2,Samsonite,Train,1966,Switch Track,,,,,0,,,
155-2,Samsonite,Train,1966,Cross Track,,14,,,0,,,
239-2,Books,LEGO,1966,Idea Book,,,,,0,,,
313-1,System,Vehicle,1966,London Bus,,140,,,0,,,87.91
325-3,System,Building,1966,Shell Service Station,,121,,,0,,,397.81
400-3,System,Supplemental,1966,Small Wheels with Axles (The Building Toy),,12,,,0,,18.38,10.33
401-2,System,Supplemental,1966,Large Wheels with Axles (The Building Toy),,7,,,0,,,11.76
402-3,System,Supplemental,1966,White Turntables (The Building Toy),,5,,,0,,17.64,8.67
402-4,Samsonite,Supplemental,1966,Swivels and Base Plates,,,,,0,,,
403-3,System,Supplemental,1966,Train Couplers and Wheels (System),,12,,,0,,13.02,12.02
414-3,System,Supplemental,1966,"Windows Parts Pack, Red (The Building Toy)",,10,,,0,,,
414-4,System,Supplemental,1966,"Windows Parts Pack, White (The Building Toy)",,10,,,0,,,
414-5,System,Supplemental,1966,"Windows Parts Pack, Red (System)",,10,,,0,,,
414-6,System,Supplemental,1966,"Windows Parts Pack, White (System)",,10,,,0,,10,
415-1,System,Supplemental,1966,5 Sixteens and 4 Twenties (System),,9,,,0,,,
415-2,Samsonite,Supplemental,1966,"16 Stud Beams, Assorted Colours",,,,,0,,,
416-1,System,Supplemental,1966,4 Sixteens 2 Twenties (The Building Toy),,6,,,0,,,
416-2,Samsonite,Supplemental,1966,"20 Stud Beams, Assorted Colours",,,,,0,,,
417-2,Samsonite,Supplemental,1966,"Corner Bricks, Assorted Colours",,,,,0,,,0.38
417-3,System,Supplemental,1966,Cornerbricks (The Building Toy),,5,,,0,,,11.24
417-4,System,Supplemental,1966,Cornerbricks (System),,10,,,0,,,
418-2,System,Supplemental,1966,2 x 4 Bricks (The Building Toy),,13,,,0,,,24.07
418-3,System,Supplemental,1966,2 x 4 Bricks (System),,21,,,0,,,25.66
419-2,System,Supplemental,1966,2 x 3 Bricks (The Building Toy),,15,,,0,,,11.76
419-3,System,Supplemental,1966,2 x 3 Bricks (System),,25,,,0,,,
420-3,System,Supplemental,1966,2 x 2 Bricks (The Building Toy),,20,,,0,,,10
420-4,System,Supplemental,1966,2 x 2 Bricks (System),,33,,,0,,19.11,
421-1,System,Supplemental,1966,1 x 2 Bricks,,44,,,0,,24.26,
421-2,System,Supplemental,1966,2 eights 2 sixes 2 fours 8 twos 6 ones (The Building Toy),,20,,,0,,,
421-3,Samsonite,Supplemental,1966,"2 Stud Bricks, Assorted Colours (6)",,,,,0,,,
422-1,System,Supplemental,1966,"1 x 1, 1 x 2, 1 x 4, 1 x 6, 1 x 8 Bricks",,28,,,0,,23.82,
422-2,Samsonite,Supplemental,1966,"1 Stud Brick, Assorted Colours (6)",,,,,0,,,
423-2,Samsonite,Supplemental,1966,"1 Stud Round Brick, Assorted Colours (6)",,,,,0,,,
423-3,System,Supplemental,1966,Curved and Round Bricks (The Building Toy),,28,,,0,,,
423-4,System,Supplemental,1966,Curved and Round Bricks (System),,50,,,0,,19.44,
424-1,Samsonite,Supplemental,1966,"Curved Bricks, Assorted Colours (6)",,,,,0,,,
426-1,System,Supplemental,1966,7 Named Beams (The Building Toy),,7,,,0,,,26.72
426-2,Samsonite,Supplemental,1966,"Names, Numbers, Alphabet",,67,,,0,,,
427-1,System,Supplemental,1966,8 Pieces 2x8 (The Building Toy),,8,,,0,,,
427-2,Samsonite,Supplemental,1966,4 x 8 Assorted Base Plates,,,,,0,,,
428-1,System,Supplemental,1966,5 Plates 4 x 8 (The Building Toy),,5,,,0,,,
429-1,System,Supplemental,1966,4 Plates 6 x 8 (The Building Toy),,4,,,0,,,
430-2,System,Supplemental,1966,Six Trees and Bushes (The Building Toy),,6,,,0,,31.03,34.92
430-3,Samsonite,Supplemental,1966,"Assorted Trees, Bushes, Flags",,,,,0,,,
431-1,System,Supplemental,1966,Gas Station (The Building Toy),,13,,,0,,29.97,25.98
431-2,Samsonite,Supplemental,1966,Garage Door and Esso Pumps,,5,,,0,,,
432-1,System,Supplemental,1966,Road Signs (The Building Toy),,8,,,0,,33.14,26.23
432-2,Samsonite,Supplemental,1966,Road Signs and Street Lamps,,20,,,0,,,
433-1,System,Supplemental,1966,6 Street Lamps with Curved Top (The Building Toy),,6,,,0,,31.03,60.1
434-1,System,Supplemental,1966,50 lettered bricks (The Building Toy),,50,,,0,,,17.63
435-2,System,Supplemental,1966,Garage Plate and Door (The Building Toy),,3,,,0,,,7.39
437-1,System,Supplemental,1966,50 numbered bricks (The Building Toy),,50,,,0,,,10
445-2,System,Supplemental,1966,Lighting Device Pack (The Building Toy),,3,,,0,,,
451-1,System,Supplemental,1966,"1 x 6 x 3 Window, Red or White",,6,,,0,,,
452-2,System,Supplemental,1966,"1 x 6 x 2 Window, Red or White",,8,,,0,,,
453-2,System,Supplemental,1966,"1 x 6 x 2 Shuttered Windows, Red or White",,8,,,0,,,
454-2,System,Supplemental,1966,"1 x 4 x 2 Window, Red or White",,9,,,0,,,
455-2,System,Supplemental,1966,"1 x 3 x 2 Window, Red or White",,12,,,0,,,
456-2,System,Supplemental,1966,"1 x 2 x 2 Window, Red or White",,15,,,0,,,
456-3,Samsonite,Supplemental,1966,Lighting Devise,,3,,,0,,,
457-1,System,Supplemental,1966,"1 x 1 x 2 Window, Red or White",,19,,,0,,,
458-1,System,Supplemental,1966,"1 x 2 x 1 Window, Red or White",,19,,,0,,,
459-1,System,Supplemental,1966,"1 x 1 x 1 Window, Red or White",,20,,,0,,,
460-2,System,Supplemental,1966,"1 x 2 x 3 Door, Red or White",,13,,,0,,,0.25
461-1,System,Supplemental,1966,"Windows and Doors, Retailer Pack",,129,,,0,,,
462-2,System,Supplemental,1966,"2 x 8 Plates, White",,16,,,0,,10,
463-1,System,Supplemental,1966,"4 x 8 Plates, White",,8,,,0,,,
464-1,System,Supplemental,1966,"6 x 8 Plates, White",,6,,,0,,9.56,9.03
470-1,System,Supplemental,1966,"1 x 1, 1 x 2, 2 x 2, 2 x 3, 2 x 4 Plates (System)",,39,,,0,,14.34,
471-1,System,Supplemental,1966,Tiles (System),,52,,,0,,,
480-4,System,Supplemental,1966,"Slopes and Slopes Double 2 x 4, Red (The Building Toy)",,14,,,0,,,
480-5,System,Supplemental,1966,"Slopes and Slopes Double 2 x 4, Blue (The Building Toy)",,14,,,0,,,27.25
480-6,System,Supplemental,1966,"Slopes and Slopes Double 2 x 4, Red (System)",,23,,,0,,,
480-7,System,Supplemental,1966,"Slopes and Sloped Double 2 x 4, Blue (System)",,23,,,0,,,
481-3,System,Supplemental,1966,"Slopes and Slopes Double 2 x 3 and 2 x 1, Red (The Building Toy)",,21,,,0,,,
481-4,System,Supplemental,1966,"Slopes and Slopes Double 2 x 3 an 2 x 1, Blue (The Building Toy)",,21,,,0,,,
481-5,System,Supplemental,1966,"Slopes Regular, Double, Angle, Valley and Corner, Red (System)",,34,,,0,,13.14,11.81
481-6,System,Supplemental,1966,"Slopes Regular, Double, Angle, Valley and Corner, Blue (System)",,34,,,0,,21.8,
482-3,System,Supplemental,1966,"Slopes and Slopes Double 2 x 2, Red (The Building Toy)",,22,,,0,,,
482-4,System,Supplemental,1966,"Slopes and Slopes Double 2 x 2, Blue (The Building Toy)",,22,,,0,,,
483-4,System,Supplemental,1966,"Angle, Valley and Corner Slopes, Red (The Building Toy)",,20,,,0,,,
483-5,System,Supplemental,1966,"Angle, Valley and Corner Slopes, Blue (The Building Toy)",,20,,,0,,,
485-2,System,Supplemental,1966,Lighting Brick (System),,4,,,0,,,26.29
487-2,System,Supplemental,1966,1 x 1 Bricks with Numbers (System),,44,,,0,,59.01,22.03
488-1,System,Supplemental,1966,1 x 1 Bricks with Letters (System),,44,,,0,,73.28,20.51
489-1,System,Supplemental,1966,Traffic Signs,,14,,,0,,,34.04
490-2,System,Supplemental,1966,Trees and Bushes,,9,,,0,,,39.43
491-2,System,Supplemental,1966,"Shell Station Brick and Sign, 6 Named Beams",,20,,,0,,63,
492-2,System,Supplemental,1966,Nordic and American Flags,,8,,,0,,61.72,
493-2,System,Supplemental,1966,European Flags,,8,,,0,,110.95,16.9
494-2,System,Supplemental,1966,"Gates and Fence, White (The Building Toy)",,17,,,0,,,11.08
501-3,System,Jumbo Bricks,1966,JUMBO Pull Toy,,9,,,0,,,
601-3,System,HO 1:87 Vehicles,1966,1:87 Morris 1100,,1,,,0,,,62.27
649-2,System,HO 1:87 Vehicles,1966,1:87 Mercedes Shell Tanker,,1,,,0,,,67.33
695-2,System,HO 1:87 Vehicles,1966,1:87 6 European Cars,,,,,0,,,
696-2,System,HO 1:87 Vehicles,1966,1:87 6 German Cars,,,,,0,,,
700-1,System,Supplemental,1966,10 x 20 Brickplate,,1,,,0,,,6.81
710-2,System,Supplemental,1966,Lockable Storage Case,,,,,0,,,
800-3,System,Town Plan,1966,Town Plan,,,,,0,,,
820-2,System,Wooden Box Set,1966,"Wooden Storage Box Large (Double Latch) with Contents, with Lattice",,,,,0,,,
821-2,System,Wooden Box Set,1966,"Wooden Storage Box Large (Double Latch), Empty, with Lattice",,,,,0,,,
822-2,System,Wooden Box Set,1966,Wooden Storage Box Medium (Single Latch) with Contents,,,,,0,,,
823-1,System,Wooden Box Set,1966,"Wooden Storage Box Medium (Single Latch), Empty",,,,,0,,,
824-1,System,Wooden Box Set,1966,"Wooden Storage Box Large (Double Latch), Empty, without Lattice",,,,,0,,,
835-1,Samsonite,Basic Set,1966,Advanced Builders Set,,565,,,0,,,
414_1R-1,Samsonite,Supplemental,1966,"No. 1 Assorted Windows, Red",,,,,0,,,
414_1W-1,Samsonite,Supplemental,1966,"No. 1 Assorted Windows, White",,,,,0,,,
414_2R-1,Samsonite,Supplemental,1966,"No. 2 Assorted Windows, Red",,,,,0,,,
414_2W-1,Samsonite,Supplemental,1966,"No. 2 Assorted Windows, White",,,,,0,,,
414_3R-1,Samsonite,Supplemental,1966,"No. 3 Assorted Windows, Red",,,,,0,,,
414_3W-1,Samsonite,Supplemental,1966,"No. 3 Assorted Windows, White",,,,,0,,,
414_4R-1,Samsonite,Supplemental,1966,"No. 4 Assorted Windows, Red",,,,,0,,,
414_4W-1,Samsonite,Supplemental,1966,"No. 4 Assorted Windows, White",,,,,0,,,
414_5R-1,Samsonite,Supplemental,1966,"Doors, Red",,,,,0,,,
414_5W-1,Samsonite,Supplemental,1966,"Doors, White",,,,,0,,,
418_1-1,Samsonite,Supplemental,1966,"8 Stud Bricks (clear, white, red)",,,,,0,,,
418_2-1,Samsonite,Supplemental,1966,"8 Stud Bricks (black, yellow, blue)",,,,,0,,,
419_1-1,Samsonite,Supplemental,1966,"6 Stud Bricks (clear, red, white)",,,,,0,,,
419_2-1,Samsonite,Supplemental,1966,"6 Stud Bricks (black, yellow, blue)",,,,,0,,,
420_1-1,Samsonite,Supplemental,1966,"4 Stud Bricks (clear, white, red)",,,,,0,,,
420_2-1,Samsonite,Supplemental,1966,"4 Stud Bricks (black, yellow, blue)",,,,,0,,,
425_1-1,Samsonite,Supplemental,1966,"1X6 & 1X8 Stud Beams, Clear",,,,,0,,,
425_2-1,Samsonite,Supplemental,1966,"1X6 & 1X8 Stud Beams, Assorted Colours (5)",,,,,0,,,
442A-1,System,Supplemental,1966,International Flags (The Building Toy),,6,,,0,,29.66,31.46
442B-1,System,Supplemental,1966,6 International Flags (The Building Toy),,6,,,0,,48.26,
480_1-1,Samsonite,Supplemental,1966,"Assorted Bevelled Bricks, Red",,,,,0,,,
480_2-1,Samsonite,Supplemental,1966,"Assorted Bevelled Bricks, Blue",,,,,0,,,
481_1-1,Samsonite,Supplemental,1966,"Assorted Roof Tile, Clear",,,,,0,,,
481_2-1,Samsonite,Supplemental,1966,"Assorted Roof Tile, 5 Colours",,,,,0,,,
SAMPLER-1,Samsonite,Basic Set,1966,Sampler Set Oxydol,,29,,,0,,,
SAMSONITE-6,Samsonite,Basic set,1966,224 piece Explorer Set,,224,,,0,,,
2-May,Samsonite,Basic Set,1967,Promotional Set No. 5 (Kraft Velveeta),,156,2,,0,,,
3-Jan,Samsonite,Basic Set,1967,Promotional Set No. 1 (Kraft Velveeta),,74,1,,0,,,40
4-Feb,Samsonite,Basic Set,1967,Promotional Set No. 2 (Kraft Velveeta),,141,2,,0,,,
3-Mar,Samsonite,Basic Set,1967,Promotional Set No. 3 (Kraft Velveeta),,300,5,,0,,,
536-2,Samsonite,Basic Set,1967,Designer Set,,536,9.99,,0,,,
2-Jun,Samsonite,Basic Set,1967,Promotional Set No. 6 (Kraft Velveeta),,101,2,,0,,,
244-1,Samsonite,Basic Set,1967,Explorer Set,,244,4.97,,0,,,
SAMSONITE-8,Samsonite,Basic set,1967,335 Piece Basic Set,,335,6.99,,0,,,
005-2,Samsonite,Basic Set,1967,Discovery Set,,328,9.95,2.26,0,,,84.78
2-Apr,Samsonite,Basic Set,1967,Promotional Set No. 4 with Carrying Case (Kraft Velveeta),,321,10,,0,,,45
371-2,Samsonite,Model Maker,1967,Motorized Truck Set,,325,12.99,,0,,,
080-2,Samsonite,Basic Set,1967,Ambassador Set,,562,25,,0,,,
155-1,Trains,Supplemental / 4.5V,1967,"2 Cross Rails, 8 Straight Tracks, 4 Base Plates",,14,2,,0,,7.83,8.3
154-1,Trains,Supplemental / 4.5V,1967,Switch Track - 1 Right and 1 Left,,4,2,,0,,20.4,10.23
4-Jul,Samsonite,Basic set,1967,Promotional Set No. 7 Carrying Case (Kraft Velveeta),,1,3.75,,0,,,
080-1,System,Basic Set,1967,Basic Building Set with Train,,718,,,0,,,399.99
116-1,Trains,4.5V,1967,Starter Train Set with Motor,,439,,,0,,,93.96
117-1,Trains,4.5V,1967,Locomotive without Motor,,107,,,0,,,36.38
240-2,Books,LEGO,1967,Idea Book,,,,,0,,,
328-2,System,Vehicle,1967,Biplane,,50,,,0,,,8.59
329-1,System,Vehicle,1967,Antique Car,,124,,,0,,,69.41
331-1,System,Vehicle,1967,Dump Truck,,57,,,0,,211.81,34.39
332-1,System,Vehicle,1967,Tow Truck,,55,,,0,,,40.1
333-2,System,Vehicle,1967,Delivery Truck,,78,,,0,,,19.82
334-1,System,Vehicle,1967,Truck with Flatbed,,90,,,0,,,175.21
335-2,System,Vehicle,1967,Transport Truck,,245,,,0,,,41.18
335-3,Samsonite,Model Maker,1967,Transport Truck,,99,,,0,,,
403-2,System,Supplemental,1967,Train Couplers and Wheels (The Building Toy),,12,,,0,,,
404-3,System,Supplemental,1967,Wheels for Motor (The Building Toy),,12,,,0,,,
404-4,System,Supplemental,1967,Wheels for the Motor (System),,12,,,0,,,
494-1,System,Supplemental,1967,"Gates and Fence, Red (System)",,17,,,0,,21.64,6.45
501-2,Samsonite,Supplemental,1967,LoveLand Carrying Case (empty),,,,,0,,,
701-2,System,Wooden Box Set,1967,"Wooden Storage Box Large, Empty",,,,,0,,,
890-2,System,Supplemental,1967,"Lockable Storage Box, Empty",,,,,0,,,70.73
223-1,Samsonite,Basic Set,1968,Adventure Set,,223,5,,0,,150,100
502-1,Samsonite,Basic Set,1968,Deluxe Set with Storage Case,,451,15,,0,,,
066-2,Samsonite,Basic set,1968,Governor Set,,387,12.95,,0,,,
113-3,Samsonite,Train,1968,Motorized Train Set,,402,16.9899,,0,,,
SAMSONITE-7,Samsonite,Basic set,1968,301 piece set with suitcase,,301,12.88,,0,,,
118-2,Trains,4.5V,1968,Small Train Set,,451,19.9899,,0,,,
116-2,Samsonite,Train,1968,Deluxe Motorized Train Set,,360,20,,0,,,189.9
010-3,System,Basic Set,1968,Basic Building Set,,78,,,0,,,16.27
011-1,System,Basic Set,1968,Basic Building Set,,146,,,0,,99.99,23.55
022-1,System,Basic Set,1968,Basic Building Set,,110,,,0,,,17.93
033-2,System,Basic Set,1968,Basic Building Set,,182,,,0,,,57.24
044-1,System,Basic Set,1968,Basic Building Set,,234,,,0,,164.67,17.55
055-2,System,Basic Set,1968,Basic Building Set,,256,,,0,,,35.33
060-3,Samsonite,Jumbo Bricks,1968,Jumbo Brick School Set,,60,,,0,,,37.5
066-1,System,Basic Set,1968,Basic Building Set,,407,,,0,,,55.41
102-1,Trains,Supplemental / 4.5V,1968,4.5V Motor Set,,24,,,0,,234.58,76.12
111-4,Samsonite,Train,1968,Starter Train Set,,120,,0.604,0,,,
118-1,Trains,4.5V,1968,Electronic Train,,110,,,0,,1063.32,200
119-1,Trains,4.5V,1968,Super Train Set,,436,,,0,,,118.82
156-1,Trains,Supplemental / 4.5V,1968,2 Signals with Automatic Stop / Go Attachment,,6,,,0,,33.6,11.34
159-2,Trains,Supplemental / 4.5V,1968,Blue Track Layout Pack,,,,,0,,,
160-1,Trains,Supplemental / 4.5V,1968,Magnetic Couplings,,6,,,0,,27.32,13.17
235-2,System,Supplemental,1968,Garage Plate and Door (Gray Base and Door Frame),,5,,,0,,14.41,9.1
236-3,System,Town Plan,1968,Garage with Automatic Door (Gray base and door frame),,59,,,0,,,29.32
239-1,Books,LEGO,1968,The big LEGO book,,,,,0,,,
315-4,Samsonite,Model Maker,1968,European Taxi,,48,,,0,,,
316-3,Samsonite,Model Maker,1968,Farm Tractor,,49,,,0,,,
317-3,Samsonite,Model Maker,1968,Truck,,124,,,0,,,
319-2,Samsonite,Model Maker,1968,Truck with Trailer,,74,,,0,,,
320-3,Samsonite,Model Maker,1968,Red Airplane Set,,123,,,0,,,
326-2,Samsonite,Basic Set,1968,Suburban Set,,326,,,0,,,
329-3,Samsonite,Model Maker,1968,Antique Car,,111,,,0,,,
330-3,System,Vehicle,1968,Jeep,,91,,,0,,,12.18
330-4,Samsonite,Model Maker,1968,Jeep,,65,,,0,,,
331-2,Samsonite,Model Maker,1968,Dump Truck,,45,,,0,,,
332-2,Samsonite,Model Maker,1968,Tow Truck,,55,,,0,,,
333-3,Samsonite,Model Maker,1968,Delivery Truck,,68,,,0,,,
334-2,Samsonite,Model Maker,1968,SEMI-Trailer Truck,,72,,0.184,0,,,
336-1,System,Vehicle,1968,Fire Engine,,76,,,0,,,25.38
340-3,System,Building,1968,Railroad Control Tower,,86,,,0,,,22.22
340-4,Samsonite,Model Maker,1968,Railroad Control Tower,,74,,,0,,,
341-1,System,Building,1968,Warehouse,,127,,,0,,,49.39
341-3,Samsonite,Model Maker,1968,Warehouse,,123,,0.264,0,,,
342-1,System,Building,1968,Station,,215,,,0,,,156.46
342-2,Samsonite,Model Maker,1968,Terminal Building,,215,,,0,,,
343-1,System,Vehicle,1968,Train Ferry,,147,,,0,,,74.63
343-2,Samsonite,Model Maker,1968,Ferry,,147,,,0,,,
502-2,System,Jumbo Bricks,1968,Pre-School Medium Set,,8,,,0,,,
503-2,System,Jumbo Bricks,1968,Pre-School Large Set,,16,,,0,,,
LIFECEREAL-1,Samsonite,Model Maker,1969,Life Cereal Puppet Set,,88,1,,0,,,
9-Feb,System,Basic Set,1969,Set No 2 - Quaker/Life Cereal,,159,2,,0,,,
7-Mar,System,Basic Set,1969,Set No 3 - Quaker/Life Cereal,,156,2,,0,,,
9-Jan,System,Basic Set,1969,Set No 1 - Quaker/Life Cereal,,301,5,,0,,,
842-2,Samsonite,Town Plan,1969,Town Plan,,799,18.99,,0,,,
118-3,Samsonite,Train,1969,Motorized Freight or Passenger Train (Sears Exclusive),,451,19.99,1.36,0,,,
310-1,Samsonite,Model Maker,1969,Motorized Truck Set,,184,12.95,0.922,0,,431.52,102.09
044-2,Samsonite,Jumbo Bricks,1969,Jumbo Bricks,,30,,,0,,,
045-2,Samsonite,Supplemental,1969,Assorted Clear Bricks & Plates,,37,,,0,,,
046-1,Samsonite,Supplemental,1969,Assorted White Bricks & Plates,,37,,,0,,,
047-1,Samsonite,Supplemental,1969,Gates and Fences,,15,,,0,,,
048-1,Samsonite,Supplemental,1969,Assorted Blue / Yellow Bricks Pack,,50,,,0,,,
049-1,Samsonite,Supplemental,1969,Windows / Doors & Trees / Bushes,,27,,,0,,,
050-2,Samsonite,Supplemental,1969,Lighting Device Pack,,4,,,0,,,
064-1,Samsonite,Supplemental,1969,5 - 10X20 base plates - White / Blue,,5,,,0,,,
065-1,Samsonite,Supplemental,1969,2 Garage Door Kits,,6,,0.086,0,,,
079-1,Samsonite,Supplemental,1969,Giant Base Plate 50X50,,1,,,0,,,
088-1,Universal Building Set,Basic Set,1969,Super Set,,615,,,0,,,142.7
101-1,Trains,Supplemental / 4.5V,1969,4.5V Battery Case,,1,,,0,,45.73,16.88
102-3,Samsonite,Basic Set,1969,Super Value Set,,102,,0.218,0,,99,
103-1,Universal Building Set,Supplemental,1969,4.5V Motor Set with Rubber Tracks,,32,,,0,,66.33,33.29
120-1,Trains,4.5V,1969,Complete Freight Train Set with Tipper Trucks,,175,,,0,,,81.19
122-1,Trains,4.5V,1969,Loco and Tender,,102,,,0,,595,54.99
123-1,Trains,4.5V,1969,Passenger Coach,,98,,,0,,390.27,42.43
124-1,Trains,4.5V,1969,Goods Wagon,,56,,,0,,283.52,42.76
125-1,Trains,4.5V,1969,Tipping Wagon,,20,,,0,,100,21.92
127-1,Trains,4.5v,1969,Complete Train with 3 Wagons,,575,,,0,,,117.4
138-1,Trains,4.5V,1969,Electronic Train,,111,,,0,,878.18,702.45
139-1,Trains,Supplemental / 4.5V,1969,Electronic Control Unit (Forward/Backward - Stop),,13,,,0,,337.02,11.21
140-2,Universal Building Set,Basic Set,1969,Basic Set With Motor,,96,,,0,,466.34,319.24
157-2,Trains,Supplemental / 4.5V,1969,Automatic Direction Changer,,7,,,0,,18.73,16.42
158-1,Trains,Supplemental / 4.5V,1969,Railroad Crossing Gate,,9,,,0,,83.14,12.32
241-1,Books,LEGO,1969,Idea book,,,,,0,,,
321-2,Dacta,Samsonite,1969,School Set,,,,,0,,,
322-4,Samsonite,Educational,1969,Educational Gear Set,,82,,,0,,,
337-2,System,Vehicle,1969,Truck with Crane and Caterpillar Track,,102,,,0,,,73.33
344-1,Legoland,Building,1969,Bungalow,,77,,,0,,,80.4
